,VideoID,Comment
26,9ItvwqiehD0,I think anything that will put at&t and direct tv out of business is a good thing
27,9ItvwqiehD0,"i don't know if they started or not; i was seeing a live video today saying: ""launching 147 starlink satellites"""
28,9ItvwqiehD0,I recently saw the starlink train satellites yesterday night at 19. 25 pm up on the sky
29,9ItvwqiehD0,I just saw some two nights ago for the first time. Looks amazing!
30,9ItvwqiehD0,Amazing In my lifetime I am seeing some amazing things in the sky
31,9ItvwqiehD0,Did anybody else watch the whole video expecting the proposition in the title to be covered?
32,9ItvwqiehD0,"Yep !, I was looking for what happens to the payload bay and engine ?"
33,9ItvwqiehD0,Lol
34,9ItvwqiehD0,Us military for scientific purposes
35,9ItvwqiehD0,Takes down all phone made in China.bring star link to apple Tesla phone’s tables apple starlink
36,9ItvwqiehD0,"its true, i saw this today evening around 7.30pm, its a line of 40 to 50 stars , its like moving train at night."
37,9ItvwqiehD0,"I just seen one 40 minutes ago it was awesome, quite scary at first spent all the time since researching what it was."
38,9ItvwqiehD0,"Saw this in new zealand,napier city 9.30 pm last night it truly was amazing like a science fiction movie amazing 🤗🤗🤗🤗🤗"
39,9ItvwqiehD0,"I recently saw a line of these light up in the night sky it was cool,
they only light up at certain and specific spots so most of the time you cant see them"
40,9ItvwqiehD0,😊
41,9ItvwqiehD0,😊😊
42,9ItvwqiehD0,😊
43,9ItvwqiehD0,Nice ad xD
44,9ItvwqiehD0,I want to be a distributor and service provider of starlink in Nigeria
45,9ItvwqiehD0,How do I connect The company
46,9ItvwqiehD0,good wv is waiting
47,9ItvwqiehD0,Buwat orang bayak untuk sedri
48,9ItvwqiehD0,"the satellites , did you ever read king james version of hail and brimstone falling from the heavens ? 🤔"
49,9ItvwqiehD0,"Scientific purposes? You mean war! 😪 government always has to make ""weapon"" out of something good."
50,9ItvwqiehD0,"42 000 sat 
64  par mois .
768 par an .
??????????   Ce qui implique un projet sur ??????  54  ANS !!!
 Et vous croyez a ça ??
 Moi non !"
51,9ItvwqiehD0,Wow some people have some stupid opinions
52,9ItvwqiehD0,Monopoly has never served humanity🤷🏻
53,9ItvwqiehD0,"So because of Starlink,  current & future generations will be left with a nights sky, riddled with Thousands of moving dots everywhere and millions of homes & businesses with those ridiculous sized satellite dishes, sticking off the roofs of every property!... What an absolute MESS!... 🙄"
54,9ItvwqiehD0,"Firstly. You wont be able to see thousands of moving dots everywhere. The satellites are small compared to the amount of space in space, you can also only really spot the satellites when they are released into orbit, they tumble / rotate initially to spread them apart, this causes light to reflect off them in all kinds of directions but it is only temporary, once positioned and in the correct orientation their black underside makes them completely invisible to the naked eye
Secondly, the satellites dishes or antenna arrays used by starlink are So small compared to satellites used in the past. You think in the future houses will be ugly because of satelite dishes?? Seriously? Ever heard of satelite tv? It's a thing and it has existed for years. You have probably seen tons of satelite dishes in your lifetime but never paid them any attention.."
55,9ItvwqiehD0,Lol there are already millions of debris up there.
56,9ItvwqiehD0,"@@quantum2330 #1 = It Isn`t About Seeing them /
#2 There Is So Much Debris UP There = If Something Happened Like = Oh I don`t know = A major solar flare Pushed Just 1/4 of those Down Back to US = HERE ON EARTH = ? Do You Not Get It ? =
Your "" TV "" Argument Is ordain and boring and False ! = The Extra radiation is More than enough to SAY STOP ! Do You realize Satellite Radiation is A major Factor in Our Heating  Up The planet Or No = 
My Guess is you think Global warming is a lie Designed To Suck Us dry meanwhile = Your Leader = { Dumpster Fire trump = AND Others Around the Planet } did that to you and you still do NOT even Realize it = YET = ? 
Put your head in a microwave and turn it on = What happens = You DIE ! microwaves are nothing more than radio waves Purposely Set at a certain Vibrational Setting To Create a heat source 
Radio waves from Our satellites  do NOT have  these protections built In ! They are "" NOT "" Household items ! Get A Clue ! 
This Isn`t about  your TV ! i am felling your are paranoid Someone will take Away Your TV instead of subject matter Presented In video
AND : just fyi = You will Be able to See = #1 Current Stars WILL Disappear { to Site = Yes } Due to Blocking path To View = #2 We Telescope Community Are Indeed  """""" Already """""" Are Indeed  having to = Re-Adjust for the Prior = #3 During Night to day and Day to Night = They Would Be Great of # = You Could Literally see them from ground as an array shows Very Clearly during rotations To Blok visibility = Point Prior "" From """""" YOU """""" = consider it nulled ! 
That is ALL for today students = i need a DAB ! i quit drinking long Ago - watch him try to call me a quit-er thinking it`s gonna hurt my feelings = like an un favoable creature once wore = IDC"
57,9ItvwqiehD0,"You can only see them when they are at a specific angle that can reflect sunlight, boomer."
58,9ItvwqiehD0,"@@quantum2330 There are videos, studies and news reports as to how this could be a potential problem in the future.  Don't always think that these companies, private entities/corporations have your our best intrest in mind.  Yes I've seen the disk, they are much smaller now but still an eyesore in my opinion.  I have actual digital internet so nothing sticking off the side of my house!... SMH!..."
59,9ItvwqiehD0,@@viking_nor Exactly my point!....
60,9ItvwqiehD0,"@@mikedd87   Ummmm, I'm only 27 but by the looks of your picture and username Mikedd87, your the  ""Boomer"" here, I'm part of the younger generation that actually gives a damn about what world we leave behind, unlike those born back in the late years who only care about themselves!... You don't have to leave rude replys, just state your opinions/facts and simply move on!... Converse intelligently and you'll be taken more seriously, but when you stoop to name calling, you portray an individual who lacks the ability to interact with others respectfully & appropriately!.... Enough said!...."
61,9ItvwqiehD0,"@@_A4A There is no such thing as analog internet. Everybodies connection to it is digital. Even when people were using dial up connections. Modems modulated the digital signals so they could be carried by an analog line, it was still digital data.

Define ridiculously sized? Have you actually seen the size of the dishes used by Starlink? I think you may be imaging the older dishes people used back in the 1970s and 1980s that used C band for analog sat TV and were commonly referred to as BUDs (Big Ugly Dishes). Starlink dishes are smaller than even many of the Ku band dishes used for the digital sat TV services like Dish Network and Direct TV. Do you currently complain about all the existing antennas everywhere? You are surrounded by them if you pay attention. Shortwave broadcast, AM and FM broadcast, TV broadcast, emergency service repeaters, ham radio antennas including repeater towers, cell phone transceiver towers, TV Shortwave AM and FM reception antennas, private radio network antennas for companies communicating with and tracking vehicles, wifi antennas, and more both large and small. 

Yes, there are a lot of studies on problems with space debris orbiting the Earth but none of that applies in the long term to anything considered to be in Low Earth Orbit. Anything in that region still experiences drag from the outer edges of the atmosphere and without thrusters reboosting to gain altitude it will slowly encounter more and more drag, slow down, fully reenter the atmosphere, and burn up during reentry. So even if the entire company were to vanish overnight the sat would eventually quite literally fall out of the sky and destroy themselves rather than remaining in orbit and becoming navigational hazards. To put it in perspective the ISS orbits at an altitude of 254 miles above the surface while Starlink sats only orbit at max altitude of 350 miles. If one completely fails the estimate is it would deorbit in around 5 years. In other words. They are by design using an orbit where if nobody keeps telling them to use their thrusters occasionally to maintain altitude they will self destruct and leave nothing behind to be a problem for anybody."
62,9ItvwqiehD0,They can dim the brightness of their satellites
63,9ItvwqiehD0,"@@rissyrizz That is untrue  and we all know it.  But I will give you an ""E"" for effort!...."
64,9ItvwqiehD0,"@@hackerx7329 I appreciate you for taking the time and thoroughness to explain in detail about the satellites and their functions thereof.  Also the different scenarios and examples of what could or should happen.  I also appreciate you for pointing out different factors as well.  I'm still not a big fan of Man filling up our worlds orbit with potential hazards as some things have reentered our atmosphere and did not fully burn up, as China has twice now been called out for and luckily that debris landed in the indian ocean, but had the whole world on notice.

Nonetheless, I do hope for a better & safer world for us younger generations that are still growing up, going to start our own family's and so on, and what world we leave behind.  I had to laugh at the acronym ""BUD"" because my Grandfather had one of those and so did a lot of his neighbors and they are Butt Ugly Dishes and he was always having issues with it. 🤣

Well thanks again and have a good & safe New Year!.... ✌🏼"
65,9ItvwqiehD0,Cool hey
66,9ItvwqiehD0,"You should see my ""green"" antenna tower. Old ash tree that died from ash borers. 20 feet up the trunk I got me some scrap lumber screwed into a fork in the branches. Then I lopped off the tops. Next I got ma a pipe and attached the biggest TV antenna I could find. Next I hoisted it up and attached it to the trunk with the pipe resting in the fork. Picking up 42 channels of free TV.
Wear your blindfold! ROTFLMAO"
67,9ItvwqiehD0,Tell me you’re an idiot without telling me you’re an idiot
68,9ItvwqiehD0,Boo freaking hoo. Keep whining dude
69,9ItvwqiehD0,"A good Pentago  general won't have too much time to spend on high crimes against humanity,high treason and assassination of character.I m y easily documentable case he won't even need a corrupted lawfirm or constitution despising Justice department in Germany to be paid in advance to take the case...."
70,9ItvwqiehD0,Bank accounts and assets of traitors will be frozen and repossessed .I have some to report.
71,9ItvwqiehD0,"It will be used by ethically and morally r e s p o n s i b le people o n l y and remain under control of the US SPACE FORCE C O M M A N D E R  I N  C H I E F..which still is TRUMP or r e p o r t i n g to TRUMP  .as far as the asessment of top Pentagon brass is concerned.
Internet c e n s o r s h i p will n o t be possible any longer....cutting off a rightfully elected US president for instance from major communication platforms will n o t be possible..former attempts to do so will r e t r o a c t i v e l y defined as HIGH TREASON and punished by death at a military tribunal in GITMO."
72,9ItvwqiehD0,y O u A R e c R a Z Y
73,qs2QcycggWU,"How many shooting stars did you see throughout the video?  Post what you counted and we'll pick a random correct comment to receive a prize.  Also, check out the Creator's Comments found in the English (Canada) subtitles for many additional details.  Note: you can access them via the options button -> transcript -> English(Canada).  FAQ: Q1)  Do the two phase shifts from beam steering and 64QAM mess each other up?  A: No.  For transmission, the data is encoded into the 64QAM signal and sent to all the beamformers where then the beam steering phase shift is added.  Then the signal is sent to the front-end modules which increases the power for the patch antennas."
74,qs2QcycggWU,12 shooting stars Branch Education!!
75,qs2QcycggWU,Almost 10 times🙂
76,qs2QcycggWU,i think about 12-15 idk
77,qs2QcycggWU,42
78,qs2QcycggWU,22 I'm very sure
79,qs2QcycggWU,Can you please make a video on how computer works with full details plzz sir it's a request
80,qs2QcycggWU,22 but I might have lost count X)
81,qs2QcycggWU,I saw 25 shooting stars
82,qs2QcycggWU,23
83,qs2QcycggWU,24 shooting stars. (Margin of +-2) just to be on safe side. 😅
84,qs2QcycggWU,24
85,qs2QcycggWU,"What's the difference between the change in phase used for ""Phase Array Beam Steering"" and the one used in ""64QAM""?"
86,qs2QcycggWU,@@AleRic_03 64QAM shifts the entire array for a symbol's duration.  Whereas phased array is localized shifts to angle the beam.
87,qs2QcycggWU,@@BranchEducation Thanks as always for the clear explanations 👍
88,qs2QcycggWU,"25 shooting starts and one shooting star like glicth at 25:05 at bottom middle.

0-2min -> 2 shooting stars.
2- 14min-> No shooting stars.
14-16-> 5 shooting stars
16-18-> 6
18-20-> None
20-22-> 3
22-24-> 2
24-26-> 1
26-end-> 6

So total 25.
single shooting stars at:
1:00, 1:43, 14:42, 15:29, 15:48, 16:02, 17:21, 21:08, 22:02, 22:25, 27:23, 24:43.
double shooting stars at:
14:28, 16:44, 16:56, 21:23, 27:36.
triple ss at:
26:20."
89,qs2QcycggWU,"I would say 23 of them,... great video done by brilliant people. Thank you and keep it great."
90,qs2QcycggWU,13?
91,qs2QcycggWU,@@BranchEducation How those two phase shifted signals don't interfere with each other? Are data signal (64QAM) and signal used for changing beam angle sum up and then sent to the antenna or there are two signals sent to single antenna?
92,qs2QcycggWU,Maybe 1/3 of them..
93,qs2QcycggWU,25 shooting stars.
94,qs2QcycggWU,"This is such a brilliant move to include the thoughts of the creator's minds. I've always been a curious cat ever since I was a kid and watching these kinds of videos sometimes leave some important details behind (like why is it working, not just the process of it), so including those details in a separate subtitle file is such a smart move! It makes the video concise, and allows curious people like me who don't mind the extra info to read about them without needing to on our own rabbit hole journey. Props to everyone making this video!!"
95,qs2QcycggWU,I counted 25 shooting stars!
96,qs2QcycggWU,25
97,qs2QcycggWU,I think they were de-orbiting Star-link satellites…😊😊
98,qs2QcycggWU,22 counted
99,qs2QcycggWU,Isn't such a signal dangerous?
100,qs2QcycggWU,I counted 25
101,qs2QcycggWU,*Branch Education* *~28~*
102,qs2QcycggWU,@@nfscsk sorry bud u missed 3!
103,qs2QcycggWU,Thank you for Amazing Video!! I am from Indonesia need This Technology please bring to us..☺️
104,qs2QcycggWU,23.5
105,qs2QcycggWU,18 - 20
106,qs2QcycggWU,20 to 30
107,qs2QcycggWU,34
108,qs2QcycggWU,"3, take it or leave it"
109,qs2QcycggWU,34 shooting stars
110,qs2QcycggWU,"Amazing video, as always!  Also, I've counted 25 shooting stars!"
111,qs2QcycggWU,"How a cell phone jammer works?
Can you make a video on this topic?"
112,qs2QcycggWU,25 shooting stars ✨
113,qs2QcycggWU,It's 23.
114,qs2QcycggWU,"11. Jesus said, ""This heaven will pass away, and the one above it will pass away. The dead are not alive, and the living will not die. During the days when you ate what is dead, you made it come alive. When you are in the light, what will you do? On the day when you were one, you became two. But when you become two, what will you do?"""
115,qs2QcycggWU,"22. Jesus saw some babies nursing. He said to his disciples, ""These nursing babies are like those who enter the (Father's) kingdom."" They said to him, ""Then shall we enter the (Father's) kingdom as babies?"" Jesus said to them, ""When you make the two into one, and when you make the inner like the outer and the outer like the inner, and the upper like the lower, and when you make male and female into a single one, so that the male will not be male nor the female be female, when you make eyes in place of an eye, a hand in place of a hand, a foot in place of a foot, an image in place of an image, then you will enter [the kingdom]."""
116,qs2QcycggWU,"33. Jesus said, ""What you will hear in your ear, in the other ear proclaim from your rooftops. After all, no one lights a lamp and puts it under a basket, nor does one put it in a hidden place. Rather, one puts it on a lampstand so that all who come and go will see its light."""
117,qs2QcycggWU,"44. Jesus said, ""Whoever blasphemes against the Father will be forgiven, and whoever blasphemes against the son will be forgiven, but whoever blasphemes against the holy spirit will not be forgiven, either on earth or in heaven."""
118,qs2QcycggWU,This explains why the cost of manufacture for the antenna is so high
119,qs2QcycggWU,10000
120,qs2QcycggWU,Please do inverter air conditioners too!!!
121,qs2QcycggWU,funny enough I was already watching at 1.5X then the narrator said that... synchronicities...🙂
122,qs2QcycggWU,did you really say dishy mcflatface lol
123,qs2QcycggWU,what is the correct answer for shooting stars?????????
124,qs2QcycggWU,@@nfscsk Alex I will take starlink for 600$ please
125,qs2QcycggWU,Are you able to do starlink 2.0 the rectangular one
126,qs2QcycggWU,great video by the way I love all the detail you have in all of them
127,qs2QcycggWU,"550 km it's impossible, no signal can go that far at very high speed of 27 000 km/h.
The satellites are at 25 km and speed no more than 1000 km/h"
128,qs2QcycggWU,15 shooting stars!
129,qs2QcycggWU,"When it cost 20 dollars to set up and actually be connected then star link will be competitive, I don not even know if star link is inline with Australian federal telecommunications laws."
130,qs2QcycggWU,11
131,qs2QcycggWU,23
132,qs2QcycggWU,"My friend, there are those who opened a page in your name and claim that people have won phones and lures them to send money to him"
133,qs2QcycggWU,"TV SATs are geostationary, so your animation is wrong from literally the start."
134,qs2QcycggWU,"reminder that 50/60Hz CAN couple to things, but thankfully sensitive things like this have filters"
135,qs2QcycggWU,"Don palsy hits and too soon. In brief, Elon could create a party line in text messages, using the LTC downlink in GPS satellites. Which is decoded and every handset built in the last decade. To create a worldwide party line of text messages that's broadcast. Where the uplink is enter is interception of the cell phone tower transmissions. Which come booming out of their antennas. So loud that they are readable far beyond low earth orbit where the starlinks are. So modify the next generation of starlinks to also listen to those frequencies, and then broadcast down the L2C frequency, using a coding that's not interfering. Granted some will complain but if it's not interfering. Just a slight increase in the noise floor. A basketball team, gribbling and passing the ball until every player has touched the ball at least once. Where the first text sender, is assured delivery everywhere once It sees its message in the L2C it receives. Neither latency or bandwidth guaranteed. Just assurance of delivering. Will support every social network application, as all were born on a text message fabric. And still have that code embedded for legacy support. The handset takes the message, stores it in its internal database. Where unique It passes it on up the text message stack to all users. Where the internal text message database will contain, weeks if not years of from,-tos in relative time order. With payloads in the clear for apps that need to be compatible. With their first instantiations a decade ago. Good news is, delivery is assured to The world's population and their handsets. Bad news, the police and government lose their ability to absolutely censor. Other than perhaps as mandated antivirus filtering services. Use by government to censor, and others to limit children or employees access to things they should not hear or see. The police and governments, need to suck it up, what they lose is more than made up for visibility of all from to in relative time, gumshoe work possible by all. Where privacy as always and discrimination rules have to be enforced by human systems like the courts. Or the family buys the bullets, of those who speak politically incorrectly. The only security at the from to level that exist is operational security. Use it or lose it. One reason For a CEO to step aside. Is he now knows how to compete with himself and As CEO it would be up pure conflict of interest to remain. And any spacefaring nation that has floated their own GPS system can do this, where making the freedom to speak the right to speak, matched with the right to hear. Is utterly destabilizing to dictatorships and autocrats of all kinds, countries and individuals."
136,qs2QcycggWU,"And for those who would like to disrupt the party line of text messages visible worldwide by jamming those signals. Will disable all use of GPS and its utility. Dave for being an accurate clock. . applications requiring location, if they don't have  built-in inertial navigation system. Will lose any commercial value, and be a  into a safety hazard. Until they pull off to the side of the road and reorient themselves, relative to reading an actual map about the next upcoming turn. The other nice feature about a party line text message service, which some of the existing services already claimed to be. But they forget that a let's connect every but one to everything. Only works if everyone can hear. And only the receiver can choose what to block, or use the equivalent of an antivirus package that they trust to filter what they can hear. Granted many do not use an antivirus folter even turn it off on purpose. Granted, the government could make it illegal to not run the filter they provide."
137,qs2QcycggWU,"you do not understand the light, it is composed of bounded perpendicularly E and M fields, but it is not a simple EM wave obtained by moving a charge and magnet simultaneously, it is composed of photons, i.e. this EM wave is strictly dosed or quantized"
138,qs2QcycggWU,@@quantumsneak1773 but most what they are depicting is correct
139,qs2QcycggWU,"@@maxmyzer9172 not couple, but interfere, i.e. causing noise or distortion of the main signal, coupling means always adding/existing in the same manner"
140,qs2QcycggWU,@@smartestgirlakanksha by simply synchronizing frequencies and bombarding with a nonsensical stream in such a way masking a signal
141,qs2QcycggWU,"@@akul24 the dish is parabolic that is why they can direct the beam by a phase shift or just by increasing the strength on one dish's side by removing it from the opposite side, so the explanation in this video is incorrect, but they have partly explained in this reply: ""@Alessandro Ricupero  64QAM shifts the entire array for a symbol's duration.  Whereas phased array is localized shifts to angle the beam."""
142,qs2QcycggWU,@@faisalsheikh7846 it would take one full week video to explain with full details :)
143,qs2QcycggWU,"""FAQ: Q1)  Do the two phase shifts from beam steering and 64QAM mess each other up?"" they do not mess up due to different frequencies, not due to the different amounts/locations of patches of excitation (it is more amplitude and frequency modulation rather than amplitude and phase modulation, on top of this they can be polarization modulated since they possess two perpendicular linear polarizing transmitters)."
144,qs2QcycggWU,3
145,qs2QcycggWU,"7 stars , I was busy listening"
146,qs2QcycggWU,"29 past stars, RIP"
147,qs2QcycggWU,@@robertpemberton7346 why RIP?
148,qs2QcycggWU,If these things work off satellites I'm Justin Bieber they work off cell towers.
149,qs2QcycggWU,15
150,qs2QcycggWU,I did not count because i was amaze with your visualization and explanation. That means you have a good work that i am attentive to the subject matter. Kudos
151,qs2QcycggWU,"Hello Hello From Victoria Canada!!! I counted 25 shooting stars and there was a very fast little star at around (15:49ish Minutes) that I almost missed. I don't know if the contest is over or if you had anyone else see the littlest one, but his contest was a blast to do while enjoying the video. Thank you for sharing this with us all. Your work here is one of the best documentaries I have ever been fortunate to enjoy and learn so much from. I am new to your channel and if this is an example of your episodes, that I am going to see more of then I can't wait to see more. I hope you have great luck and stay happy and healthy in all your future endeavors."
152,qs2QcycggWU,0
153,qs2QcycggWU,All the satellites are always in moving condition ?
154,qs2QcycggWU,@@faisalsheikh7846 well he did do that 3 weeks ago now. I am from the future!
155,qs2QcycggWU,22
156,qs2QcycggWU,22
157,qs2QcycggWU,16 🌠
158,qs2QcycggWU,only saw 3  :)
159,qs2QcycggWU,"Random false statement, pick me!"
160,qs2QcycggWU,31
161,qs2QcycggWU,Have to admit that technology changes life.
162,qs2QcycggWU,22
163,qs2QcycggWU,They were 12 shooting stars.
164,qs2QcycggWU,"I have a question, if we change the phase to track the satellite, how can we not overlap the data in the different 64 bits that are determined by changing the phase and amplitude of them? This will make us lose the satellite tracking!"
165,qs2QcycggWU,69
166,qs2QcycggWU,~1400
167,qs2QcycggWU,I believe 25 shooting stars. (One was kinda iffy…)😊
168,qs2QcycggWU,We counted 17 shooting stars. And wow! what a brilliant description of the Starlink program. Definitely worth a 2nd and 3rd watch. Thanks!
169,qs2QcycggWU,0:37 0:38 0:38
170,qs2QcycggWU,2:35
171,qs2QcycggWU,3:32 people followed us today tracked by 😂😢🎉😢 10:09
172,qs2QcycggWU,10:33
173,qs2QcycggWU,14:32
174,qs2QcycggWU,14:37
175,qs2QcycggWU,15:39
176,qs2QcycggWU,15: 16:16
177,qs2QcycggWU,16: 16:50
178,qs2QcycggWU,16:54 17:15 17:31
179,qs2QcycggWU,20:36 20: 20: 21:09  20:44
180,qs2QcycggWU,24:44
181,qs2QcycggWU,24:51
182,qs2QcycggWU,25: 25:01 01
183,qs2QcycggWU,26:08
184,qs2QcycggWU,26:19
185,qs2QcycggWU,27:10
186,qs2QcycggWU,27:43
187,qs2QcycggWU,27:53
188,qs2QcycggWU,28:08 28:08
189,qs2QcycggWU,28:08 28:08 28:08
190,qs2QcycggWU,10:11 🎉 14:01 1 19
191,qs2QcycggWU,24:26
192,qs2QcycggWU,24:37 24:38
193,qs2QcycggWU,25:10 25:12 25:15
194,qs2QcycggWU,28:08
195,qs2QcycggWU,28:08 28: 28:08 :08 28:08
196,qs2QcycggWU,28:08
197,qs2QcycggWU,28:08 28:08
198,qs2QcycggWU,28:08
199,qs2QcycggWU,28:08
200,qs2QcycggWU,28: 28:08 28:08 28:08
201,qs2QcycggWU,28:08
202,qs2QcycggWU,28:08 28:08
203,qs2QcycggWU,28:08
204,qs2QcycggWU,28:08
205,qs2QcycggWU,28: 28: 28:08 08 28:08
206,qs2QcycggWU,28: 28:08 28:08 28:08 28:08
207,qs2QcycggWU,only 28:08 28: 28:08 28:08
208,qs2QcycggWU,28:08 28:08 28:08 28:08
209,qs2QcycggWU,28:08 28:08
210,qs2QcycggWU,28:08
211,qs2QcycggWU,28: 28:08 08 28: 28:08 08
212,qs2QcycggWU,​@@faisalsheikh7846❤
213,qs2QcycggWU,0 shooting star
214,qs2QcycggWU,​@@riairawan627😮
215,qs2QcycggWU,16:20 cool
216,qs2QcycggWU,72
217,qs2QcycggWU,0:07
218,qs2QcycggWU,"Send me your Blender project, no prize needed!!"
219,qs2QcycggWU,jerry-rigged: means organized or constructed in a crude or improvised manner.🙏
220,qs2QcycggWU,"You have most certainly earned my subscription, my mind is well and truly blown 🤯, wow, WOW"
221,qs2QcycggWU,There are 10000+ starlink satellites? God damn
222,qs2QcycggWU,"""550 km above Earth atmosphere"" - dude, that's so unscientific.. I can't even! Earth's atmosphere doesn't end.. it's just gets thinner and thinner! Starlink orbits aprox 550km above sea level.. 😆"
223,qs2QcycggWU,"Mind yourselves!! There are no ""satellites"" ""orbiting"" the Earth!! Signals are beamed to the Glass Dome (Firmament/1st Heaven) and scattered back to earth to be picked up by Terrestrial Communication Masts and in combination with Optical Fiber Cables (in the waters and on land) we receive TRANSMISSIONS! All Glory Be To God both now and Forever! Amen!!"
224,qs2QcycggWU,@@gargajit 550
225,qs2QcycggWU,Can you catch regular tv channels if plugged directly to tv
226,qs2QcycggWU,1 shooting star
227,qs2QcycggWU,It's like counting sheep and i keep falling asleep before i reach to 20 😂😂😂
228,qs2QcycggWU,This certainly clarifies everything. Thanks 😁
229,qs2QcycggWU,VIDEO GOOD
230,qs2QcycggWU,"Is there gonna be a second part like: how the satellite receives and process your request, and do so for multiple dishes and users simultaneously? And what happens when one satellites goes out of scope for a given dish like: how do the infrastructure know: who was the original requester and hand back them the appropriate data packets?"
231,qs2QcycggWU,The star link was wifi can provide internet for global router. May be that helpfull or not.
232,qs2QcycggWU,And here I thought it was powered by corn.
233,qs2QcycggWU,"So, so amazing! Happy to watch this ❤ thanks for all the knowledge shared here"
234,qs2QcycggWU,Amazing !
235,qs2QcycggWU,Lewis Timothy Rodriguez Angela Jones Sarah
236,qs2QcycggWU,this was a very useful video
237,qs2QcycggWU,Thanks For The Great Video... But I want to know: The maximum connection speed is 540 Mbps or 1 Gbps?
238,qs2QcycggWU,One satelite can serve only to 2 dishes?
239,qs2QcycggWU,"Whaooh.  I'm currently a Student in computer Science and my friends and I creata a tech community at my university for Learning and sharing together. We're also planning to do such educational videos. Please , where can we get the ressources to learn ( animation, modelisation,  ...) and starting to produce these great quality of content?🙏"
240,qs2QcycggWU,"Just amazing! Thanks for this video, that certainly has provide me with a better understanding of the science involved and the ""how it works"" concepts."
241,qs2QcycggWU,As you said too long for this age and time.
242,qs2QcycggWU,It's really amazing video that clarify How does Starlink work .
243,qs2QcycggWU,"How do they keep from running into the other 8000+ satellites with no means of propulsion? And why do we have ZERO actual video or photos of all those satellites, just animations. Odd."
244,qs2QcycggWU,My mind is absolutely blown! 🤯
245,qs2QcycggWU,Simply awesome…Thank you for your hard work & willingness to share
246,qs2QcycggWU,Wow! mind boggling depth. Want more videos like that
247,qs2QcycggWU,How people figured how to do all of these things is beyond me. I am thankful for them and wish I had a fraction of the brains as they have.
248,qs2QcycggWU,Mindblowing video🤯Thanks!
249,qs2QcycggWU,Thank you.
250,qs2QcycggWU,"As someone who has created a  low level educational video, I truly appreciate the efforts and researchable intricate attention to detail. In addition the references used to simplify the science behind the tech is also, much appreciated. Subscribed… and well done!"
251,qs2QcycggWU,a negative voltage on a sinusoidal signal doesn't mean negative charges are pushed to the end of the wire as described in the video but just means the signal is going on hte negative direction
252,qs2QcycggWU,"Imagine if they implement dishy technology in phones,every phone will get wifi anywhere"
253,qs2QcycggWU,Are physics and mathematics the main science's for this technology. Or are there more.?
