,Headline,Link,Full Article
17,New 14-Lane Road Near Atal Setu Will Ease Traffic Congestion On Mumbai-Pune Expressway By 50%: Nitin Gadkari,https://www.news18.com/india/new-14-lane-road-near-atal-setu-will-ease-traffic-congestion-on-mumbai-pune-expressway-by-50-nitin-gadkari-9051951.html,"Last Updated: September 15, 2024, 19:50 IST The Atal Setu is the country's longest sea bridge and connects Sewri in Mumbai to Navi Mumbai. (File image) A proposed 14-lane road near the Atal Setu sea bridge that will connect to Pune via a ring road will bring down traffic on Mumbai-Pune Expressway by 50 per cent, Union Minister Nitin Gadkari said on Sunday. The Union Minister for Road Transport and Highways was talking about road plans for Mumbai-Bengaluru at an alumni event organised by COEP Technological University on the occasion of Engineer’s Day. “There is huge traffic on Mumbai-Pune Expressway. A 14-lane road will be built near Atal Setu, which will further connect to Pune via a ring road and then onwards to Bengaluru. This road will bring down traffic on Mumbai-Pune Expressway by 50 per cent,” he said. The Atal Setu is the country’s longest sea bridge and connects Sewri in Mumbai to Navi Mumbai. Speaking at the event, Gadkari said India was ranked third in the world in the automobile sector and in the next 25 years all vehicles will run on electricity and not fossil fuels. “Our technology should be economical. We can use garbage to make roads. Around 80 lakh tonnes of garbage has been used to build new roads. There is huge scope for researchers in this sector,” Gadkari asserted. Stressing on the Centre’s Atmanirbhar (self reliance) concept, he said India needs “smart villages” rather than smart cities. “The standard of living of farmers should improve. Only then we can call them atmanirbhar,” he pointed out."
18,"Democracy’s strength lies in tolerating strong criticism and promoting open dialogue, says Nitin Gadkari",https://www.financialexpress.com/india-news/democracys-strength-lies-in-tolerating-strong-criticism-and-promoting-open-dialogue-saysnbspnitin-gadkari/3617469/,"Union Minister Nitin Gadkari emphasised that a true test of democracy lies in a leader’s ability to accept even the strongest criticism and reflect on it. “The biggest test of democracy is that the ruler tolerates the strongest opinions against him and introspects over them,” he remarked. Gadkari, a senior BJP leader, also encouraged writers and intellectuals to express their thoughts freely and fearlessly. “It is expected from literary figures, intellectuals, and poets that they openly and strongly share their views and opinions,” he added. He noted that the real issue in today’s discourse is not disagreement but a lack of diverse opinions. “We are neither right-wing nor left-wing; we are opportunists. Writers and intellectuals should express their opinions without fear,” he said. Gadkari further highlighted that the nation-building process remains incomplete as long as social issues like untouchability and notions of inferiority or superiority persist. Speaking at the College of Engineering Pune (COEP) during an Engineers’ Day event, Gadkari also stressed the importance of transparency and timely decision-making. He questioned the value of laws if people fail to understand their spirit and purpose. “There is a difference between letter and spirit. If a knowledgeable person does not understand the intent behind a law, then what is the use? Sometimes, even to fill potholes, one needs a boss’s order. At other times, when funds are available, work begins immediately. There is a need for transparency and a time-bound decision-making process,” Gadkari concluded. (with inputs from agencies) Petrol and diesel prices rose due to concerns about the West Asia crisis and expected demand from the US. Brent Crude Futures and US crude futures increased by 0.3%. Oil tanker operations have resumed after being halted, causing supply disruptions. Prices are expected to be unstable, with varying support and resistance levels in different cities."
19,"""We Will Not Spare You"": Nitin Gadkari Warns Contractors Over Poor Roads",https://www.ndtv.com/india-news/we-will-not-spare-you-nitin-gadkari-warns-contractors-over-poor-roads-6587108,"""I have used the Eastern Peripheral Expressway after a long time,"" he said (File) Union Road Transport and Highways Minister Nitin Gadkari on Tuesday came down heavily on agencies and contractors over ill-maintained roads, saying good operators would be awarded but bad ones would be ""driven out of the system"". ""We will not spare you. We'll ensure that bank guarantees of those doing bad work are forfeited and after this, we will blacklist you, not allow you to apply for new tenders,"" the minister said. His warning came after he noticed the bad maintenance of the Eastern Peripheral Expressway that he took to reach Ghaziabad to inaugurate a tree plantation drive 'Ek Ped Maa Ke Naam' under the 'Swachhata Hi Seva 2024 - Swabhav Swachhata - Sanskar Swachhata' campaign. During his address, the minister highlighted the strides in development made under the government, the ministry and the National Highway Authority of India, citing data, expenditures and the future vision for the sector. He also emphasised the need for pro-environment policies and initiatives like biofuel, saying the ministry is undertaking many studies for plans that could be implemented in India to reduce pollution. However, the minister, without mincing words, expressed unhappiness over the upkeep of the Eastern Peripheral Expressway and rebuked the agencies and contractors concerned. ""I have used the Eastern Peripheral Expressway after a long time. A lot of work has been done. Now I wish that a lot of people who don't work retire, some contractors get blacklisted and bank guarantees of some are forfeited,"" Mr Gadkari said. ""The office bearers of associations are sitting here (in the audience at the event), the roads should be well-maintained. I saw the road today, it's very poorly maintained. We will not spare you. We'll ensure that bank guarantees of those doing bad work are forfeited and after this, we will blacklist you, not allow you to apply for new tenders,"" Mr Gadkari warned. On the other hand, Mr Gadkari said the agencies and operators maintaining roads well will be given special recognition by the government. PromotedListen to the latest songs, only on JioSaavn.com ""Those who do good will be awarded while those who do bad will be driven out of the system,"" the minister remarked. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.) Track Latest News Live on NDTV.com and get news updates from India  and around the world.  ................................ Advertisement ................................"
20,"Opposition leader offered to back me as PM, I refused: Nitin Gadkari",https://odishatv.in/news/politics/opposition-leader-offered-to-back-me-as-pm-i-refused-nitin-gadkari-244182,"Union Minister Nitin Gadkari revealed that a political leader once offered to support him for the Prime Minister's position, which he declined. Speaking at a journalism awards function, Gadkari emphasised ethics in both journalism and politics, recalling a conversation with a senior CPI leader about A B Bardhan. Union Minister Nitin Gadkari has said that a political leader once offered to support him for the Prime Minister's chair, but he declined the offer saying that he did not nurse that ambition.  ""I remember one incident -- I would not name anyone -- that person said if you are going to become Prime Minister, we will support you,"" Union Minister Gadkari said on Saturday at a journalism awards function here, without specifying when the conversation took place. ""But, I asked why you should support me, and why should I take your support. To become the Prime Minister is not the aim in my life. I am loyal to my conviction and my organisation, and I am not going to compromise for any post because my conviction is foremost for me,"" the senior BJP leader added. In his speech, Nitin Gadkari underlined the importance of ethics in both journalism and politics. Recalling a meeting with a senior CPI functionary, Nitin Gadkari said he told the Communist leader that late A B Bardhan was among the tallest politicians from Nagpur and Vidarbha. When the leader expressed surprise, saying that Bardhan was an opponent of the Rashtriya Swayamsevak Sangh (RSS), Nitin Gadkari said honest opposition should be respected. ""I said one should respect a person who opposes with honesty, because there is honesty in his opposition.... one who opposes with dishonesty deserves no respect,"" he said. Comrade Bardhan was faithful to his ideology, and politics as well as journalism now lack such people, he added. Democracy will be successful only when all four pillars -- judiciary, executive, legislature and media -- follow ethics, the BJP leader further said. (Except for the headline, this story, from a syndicated feed, has not been edited by Odishatv.in staff) Join and get latest news update delivered to you via whatsapp Copyright © 2024 - Odisha Television Limited All Rights Reserved."
21,News,https://www.india.com/news/,"click this icon for latest updates click this icon for latest updates 8 Anger Management Mantras By Gurudev Sri Sri Ravi Shankar 7 Renowned Monuments Built By Mughals in India Captain Vikram Batra Birth Anniversary: Know About His Military Career Heavy Rains: IMD Issues Orange Alert For Maharashtra And These States Ganesh Chaturthi 2024: Top Quotes of Gurudev Sri Sri Ravi Shankar Happy Teachers’ Day: 10 Quotes on Master By Gurudev Sri Sri Ravi Shankar Telangana Weather Update: IMD Predicts Showers in THESE Districts IMD Weather Update: IMD Sounds Red Alert In Gujarat, Orange Alert In These States 10 Secrets of Happy Marriage Revealed By Gurudev Sri Sri Ravi Shankar Maneka Gandhi Education Qualification Happy Janmashtami 2024: Gurudev Sri Sri Ravi Shankar Explains Meaning of Lord Krishna Weather Update: Rain Lashes Delhi, Orange Alert in West Bengal And These States Raksha Bandhan 2024: Here's How Indian Politicians Celebrated The Festival 10 Quotes of Sri Sri Ravi Shankar on Belongingness Sadhguru Jaggi Vasudev's Quotes on Work-Life International Youth Day 2024: 10 Inspiring Quotes by Swami Vivekananda 9 Quotes On Friendship By Gurudev Sri Sri Ravi Shankar 9 Lesser-Known Facts About Sudha Murty, Infosys Co-Founder Weather Update: Heavy Rain Predicted in Delhi and These States IMD Weather Update: Heavy Rainfall Predicted in Kerala and These States 

















 India Sumaila Zaman  September 26, 2024 2:37 PM IST   Bodoland Lottery Result Today LIVE Updates for September 26, 2024:  The  Bodoland Lottery Department  will declare the  Bodoland Lottery Result today, September 26, 2024, at 3:00 PM. 

















 India Abhijeet Sen  September 26, 2024 1:43 PM IST   Latest Update of 1st and 2nd Round Shillong Teer Lottery Winning Numbers- September 26, 2024: Check Here Results Full Coverage: 

















 India IANS  September 26, 2024 2:00 PM IST   The Regional Meteorological Centre has also indicated that strong surface winds with speeds reaching 30 to 40 kmph will blow in the state for two days. 

















 News Abhijeet Sen  September 26, 2024 1:38 PM IST   Latest Update of 1st and 2nd Round Shillong Teer Lottery Winning Numbers- September 25, 2024: Check Here Results Full Coverage: 

















 India Victor Dasgupta  September 26, 2024 8:57 AM IST   Brihanmumbai Municipal Corporation has declared a holiday for schools and colleges in Mumbai and its suburbs. School education minister Deepak Kesarkar, the guardian minister for Mumbai city, declared a holiday as heavy rain pounded Mumbai 

















 India Sumaila Zaman  September 26, 2024 11:10 AM IST   Kerala Lottery Result Today 26-09-2024 LIVE Updates: Kerala Lottery results for Karunya Plus KN-540 Lottery Result ticket number will be declared today, September 26, 2024, at 3:00 PM. 

















 India Sumaila Zaman  September 26, 2024 11:06 AM IST   Kerala Lottery Result Today 25-09-2024 LIVE Updates: Kerala Lottery results for Fifty Fifty FF-112 Lottery Result ticket number will be declared today, September 25, 2024, at 3:00 PM. 

















 News Abhijeet Sen  September 26, 2024 10:17 AM IST   The British influencer has previously encountered criticism for what many interpret as ""showing off"" on social media channels. 

















 Business Abhijeet Sen  September 26, 2024 8:38 AM IST   Murati held a pivotal position amid the Open AI CEO Sam Altman's brief dismissal in November. On social media, she openly showed her support for Altman when she temporarily took over as CEO after he was ousted. 

















 India Analiza Pathak  September 26, 2024 7:20 AM IST   The drugs found to have failed quality tests include Paracetamol IP 500 mg, Pan-D (an antiacid), Vitamin B complex and Vitamin C softgels, Shelcal (Vitamin C and D3), the anti-diabetic drug Glimepiride, and the blood pressure medication Telmisartan. 

















 World Analiza Pathak  September 26, 2024 7:00 AM IST   The timing of this proposal coincides with Ukraine's requests to Western allies for permission to deploy long-range precision weapons to strike deep inside Russian territory     a request that has yet to be approved. 

















 India PTI  September 26, 2024 6:59 AM IST   As many as 14 incoming flights at the Mumbai Airport were diverted to different airports on Wednesday due to heavy rains. 

















 News Sumaila Zaman  September 26, 2024 6:45 AM IST   The cross-border conflict between Israel and Hezbollah has been active since October 8, 2023, after Hamas launched an attack on southern Israel. Don’t Miss Out on the Latest Updates.
Subscribe to Our Newsletter Today! Enroll for our free updates Delhi: Mentally Unstable Woman Falls Unconscious On Tracks At Rajendra Place Metro Station, Rescued; Police Inside Amitabh Bachchan-Jaya Bachchan’s Rs 100 crore luxury home Jalsa Samsung Galaxy M55s 5G launched in India; Check specs, price and features Radhika Merchant post wedding fashion: Backless top, pleated skirt, how Mukesh Ambani, Nita Ambani's bahu keeps up her fashion game Sonam Kapoor shows why she’s our forever fashion girlie in dramatic black dress with colourful motifs and oh, that attention to detail By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts Cookies Policy. "
22,Road accidents causing 19 deaths every hour; Nitin Gadkari raises alarm,https://www.business-standard.com/education/news/road-accidents-causing-19-deaths-every-hour-nitin-gadkari-raises-alarm-124091000978_1.html,Union Minister Nitin Gadkari Don't miss the most important news and views of the day. Get them on our   Telegram channel First Published: Sep 10 2024 | 5:49 PM IST
23,Did Nitin Gadkari take a dig at India's largest carmaker for dragging its feet on EVs?,https://www.moneycontrol.com/news/business/did-nitin-gadkari-take-a-dig-at-indias-largest-carmaker-for-dragging-its-feet-on-evs-12817492.html,"See the top gainers, losers, invest and get updated what's happening in the crypto market India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in India This functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner. Union Minister for Road Transport and Highways Nitin Gadkari on September 9 said that a large Indian carmaker didn't take him seriously when he was pushing for developing more electric vehicles ingeniously in the past and now they may have missed the bus. ""A good friend of mine who is a giant in the automobile industry... I kept telling him to adopt electric vehicles, but he never made the decision,"" Gadkari said. ""Now, my friend tells me (that) back then we didn't take you seriously cause our experience related to politicians was not very credible."" The road minister added that he is confidant now that theÂ company has missed the bus.Â Gadkari was speaking at the 64th Annual Session of the Automotive Component Manufacturers Association of India (ACMA). He stressed that automobile companies that are willing to adopt the best technology in the world, which isÂ cost-saving and helps reduce pollution at a reasonable cost, will have a good future in the industry. While the road minister did not name Maruti Suzuki directly, his comments painted quite a clear picture. ""Those companies that currently have good sales, a good market cap, but don't want to change... I wish them all the best. I think they will face issues in the future,"" Gadkari said. The minister's comments come at a time when India's largest carmaker is doubling down on its stance on hybrid vehicles, insisting that strong hybrids should be considered as a replacement for petrol and diesel models, and not as a competitor to electric vehicles. Last month, in its annual report for 2023-24, Maruti Suzuki Chairman RC Bhargava had underscored the potential of a supportive policy framework in significantly reducing the sale of petrol and diesel vehicles, thereby curbing emissions. He pointed out that given Indiaâ€™s abundant resources and unique socio-economic conditions, a multifaceted approach is the most effective way forward. Maruti Suzuki plans to introduce electric cars soon, encouraging the adoption of strong hybrid technology, CNG, ethanol, and biogas vehicles. Bhargava emphasised the importance of renewable biogas, which has no import content and is carbon-negative. The company has started a trial of biogas production and hopes that government policies will support this development. The country's largest carmaker, which has historically made vehicles for the masses, is often questioned for not launching a fully electric vehicles till now, when the country records a sale of 6,338 electric vehicles in August 2024, and 1.5 million in 2023, at a 50 percent surge year-on-year. The overall share of EVs in India's auto sales has risen sharply to 6.38 percent in 2023 from 1.75 percent in 2021, reflecting a growing consumer preference for electric vehicles over a two-year period. Not only is Maruti Suzuki one of the few mass-market carmakers in India to offer a hybrid option, the brand is set to expand its petrol-electric portfolio, starting next year. ""The debate is not between EV and strong hybrid. Both are excellent technologies. Both need to be encouraged. The debate is between strong hybrids and IC engines. I cannot imagine a situation, and nobody can justify why IC engines should be preferred over strong hybrids,â€ť Maruti Suzukiâ€™s executive director, corporate affairs, Rahul Bharti, had insisted in June. He added that a recent report by a think tank, claiming that hybrids do not reduce emissions and that strong hybrids are mostly used in pure petrol mode, was factually incorrect. ""In a strong hybrid electric vehicle, it is the computer that optimises both drivetrains, the IC engine and the battery motor combination, and there is no option given to the driver to run in pure ICE mode,"" Bharti said. The executive director has also said that Marutiâ€™s Grand Vitara and Invicto hybrids produce 26 percent and 30 percent lower CO2, while increasing fuel-efficiency by 36 percent and 46 percent, compared to their petrol counterparts. â€śSo, definitely strong hybrids are a very powerful way to cut oil imports, generate energy efficiency, and reduce CO2 immediately without the pressure of range anxiety or lack of charging infrastructure,â€ť Bharti insisted. Maruti Suzuki's comments come at an important interjection for the electric vehicles industry in India, when the Faster Adoption and Manufacturing of Hybrid and Electric Vehicles (FAME) scheme has been discontinued and electric passenger vehicle (PV) retail sales have declined for four months in a row.
         Top TrendsAngel TaxWiproBudget newsNew Income tax slabIPO News   Copyright Â© e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited. You are already a Moneycontrol Pro user."
24,"Appeal truck makers to replace diesel with gas-based fuels, says Nitin Gadkari",https://www.moneycontrol.com/news/business/nitin-gadkari-backs-gas-economy-over-diesel-12818478.html,"See the top gainers, losers, invest and get updated what's happening in the crypto market India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in India This functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner. Government is keen on a gas-based economy and wants car and commercial vehicle makers to increasingly adopt technologies that are based on alternative fuels, Road Transport Minister Nitin Gadkari said, made a strong case for use of greener fuels in India. Addressing the automotive industry at SIAM's annual convention, Minister Gadkari said by building technology in alternate fuels, Indian automakers can capture the world market in this space. The said the Government has been pushing for greater availability of bio-fuels in India, and has ramped up CNG fuel stations from 750 in 2014 to 6,000 as of today. This will be ramped up to a 6,000 by 2030, said Nitin Gadkari. ""The government is keen to have a gas economy in India, since it is more cost effective and less polluting,"" he added. Even methanol-blended diesel has been successfully implemented in some commericial vehicles by Ashok Leyland, which can now run on up to 15% methanol mixed in diesel. Minister Gadkari also asked truck makers to ramp up the manufacturing of liquefied natural gas based trucks.Â ""Will appeal truck makers to use ethanol, methanol, LNG and CNG."" Some reports have indicated that the Centre is keen to have as much as a third of its long-haul trucks fuelled by LNG, instead of diesel in five to seven years. A draft policy in this regard has been in the works at the Petroleum Ministry, which plans to allocate 0.5 million cubic metres of gas per day of LNG to meet the requirements of about 50,000 trucks for two-to-three years. ""In a gas economy compared to diesel, there is economic sense and saving. In single fill, LNG-powered trucks can go up to to 1400 km, and can result in a saving of Rs 12 lakh per year in fuel costs,"" Nitin Gadkari told car makers.
         Top TrendsAngel TaxWiproBudget newsNew Income tax slabIPO News   Copyright Â© e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited. You are already a Moneycontrol Pro user."
25,Nitin Gadkari raises alarm over road safety,https://pragativadi.com/nitin-gadkari-raises-alarm-over-road-safety/,"New Delhi: India leads the list of countries with the maximum number of road accidents and consequent deaths in the world. And while the Indian automobile industry has grown by leaps and bounds in recent years, Nitin Gadkari has chosen yet again to also point at measures that can make roads here safer for motorists as well as pedestirians. Speaking at the 64th annual conference of Society for Indian Automobile Manufacturers in New Delhi on Tuesday, the Union Minister for Road Transportation and Highways urged all stakeholders to also concentrate efforts to bring down instances of accidents. Gadkari has time and again stressed on the need to have safer roads for all in the country. On Tuesday, he also urged manufacturers to establish driving schools to ensure that those in control of automobiles are aware of local rules and regulations, as well as skilled to be driving or riding vehicles. “There are nearly 53 accidents and 18 deaths every hour in our country. Just imagine. 45 per cent of accidents because of two-wheelers, 20 per cent in pedestrians,” he pointed out before urging OEMs to also contribute towards bringing these numbers down. “I really request you all to take interest in starting driver-training schools. Then we can train good drivers and it can be a really positive solution.” Gadkari, while also admitting that his department has started working on faulty road constructions and signage, further underlined the need for safer vehicles and highlighted the importance of Bharat NCAP. “Bharat NCAP will ensure healthy competition between manufacturers to have safer vehicles for customers.” New Delhi: OpenAI, the rapidly expanding artificial intelligence firm, is once again drawing attention due to major... PRAGATIVADI, IS NOT THE HIGHEST CIRCULATED DAILY IN ODISHA, YET IS A HOUSEHOLD NAME ACROSS THE STATE. AND AN EXTREMELY COST-EFFECTIVE MEDIA VEHICLE TOO. IF YOU THINK THIS IS A PARADOX READ ON…"
26,"Nitin Gadkari: Auto Industry Needs Focus on Customer Service, After-sales",https://money.rediff.com/news/market/nitin-gadkari-auto-industry-needs-focus-on-customer-service-after-sales/15562620240911,"By Rediff Money Desk, New Delhi    Sep 11, 2024 15:51 FADA Demands Safeguards for Auto Dealers, Calls for OEM...Sep 11, 2024 17:09 PM Modi Calls for Global Best Practices in Indian Auto...Sep 10, 2024 11:44 Auto Retail Sales Up 9% in Q1 FY25: FADAJul 15, 2024 17:18 India's EV Market to Reach 1 Crore Units by 2030: GadkariSep 10, 2024 14:16 India's Auto Component Industry: Goyal Urges Boost in...Sep 09, 2024 17:03 Goyal Assures Conducive Business Environment for Indian...Aug 09, 2024 19:51 Indian Auto Industry Booms: 19% Growth in FY24Jun 19, 2024 13:56 Hindustan Zinc Partners with Indian Auto Firms for...Jul 03, 2024 19:12 India Insists on Strict 'Rules of Origin' in Auto Sector...Sep 10, 2024 19:15 Dr Reddy's Laboratories has been fined Rs 28 lakh by the Mexican drug regulator for... Alt Mobility appoints Pankaj Gupta as Chief Growth Officer, focusing on retail leasing,... Coal India arm BCCL has booked 2.40 million tonnes of coking coal for the steel sector,..."
27,"Nitin Gadkari calls for auto industry overhaul in customer service, eyes green future",https://www.cnbctv18.com/auto/nitin-gadkari-calls-for-auto-industry-overhaul-in-customer-service-eyes-green-future-19474684.htm,Let's Connect with CNBCTV 18 ©TV18 Broadcast Limited. All rights reserved.
28,Road ministry to award contracts worth over Rs 3 lakh crore in FY25: Nitin Gadkari,https://www.moneycontrol.com/news/india/road-ministry-to-award-contracts-worth-over-rs-3-lakh-crore-in-fy25-nitin-gadkari-12823227.html,"See the top gainers, losers, invest and get updated what's happening in the crypto market India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in India This functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner. The Ministry of Road Transport and Highways (MoRTH) will award road contracts worth Rs 3 lakh crore in 2024-25 despite a slow start in the current financial year so far, union minister Nitin Gadkari said on September 16. ŌĆ£Because of the election and the model code of conduct, the speed of awarding road projects was slow. I assure you we will finalise contracts worth more than Rs 3 lakh crore,ŌĆØ Road Transport and Highway Minister Gadkari said while speaking at the Network18 Chaupal on September 16. The minister added that India will see the highest highway construction in FY25. So far till August 31, 2024, MoRTH and the NHAI have awarded projects for around 700 kms while construction of 2,700 kms of national highways has been completed in FY25. This is much lower than the 3,200 kms of highways construction and 1,750 km of projects awarded during the same period in FY24. As part of the MoRTH's ministry's 100-day plan for the new government, the ministry has received approvals from the Cabinet Committee of Economic Affairs for the construction of eight new highway projects, Gadkari said. These eight projects include the construction of 88 km fully access- controlled 6-lane Agra-Gwalior corridor at a cost of Rs 4,613 crore under the buildŌĆōoperateŌĆōtransfer (BoT) model, construction of 231 km fully access- controlled 4-laned Kharagpur-Moregram corridor at a cost of Rs 10,247 crore under Hybrid Annuity Mode (HAM) mode, and development of 214 km fully access- controlled 6-lane Tharad-Deesa-Mehsana-Ahmedabad corridor at a cost of Rs 10,534 crore under the BoT model. Furthermore, the projects include the development of 68 km fully access- controlled 4-lane Ayodhya Ring Road at a cost of Rs 3,935 crore under HAM mode, construction of 137 km fully access- controlled 4 lane Pathalgaon-Gumla section of the Raipur- Ranchi Corridor at a cost of Rs 4,473 crore under HAM mode, construction of 47 km fully access- controlled 6-lane Kanpur Ring Road at a cost of Rs 3,298 crore under engineering, procurement and construction (EPC) mode, construction of 121 km Guwahati Ring Road at a cost of Rs 5,729 crore under BOT mode and construction of 30 km elevated Nashik Phata - Khed corridor at a cost of Rs 7,827 crore under BoT mode. Apart from the above MoRTH has also awarded the construction of 215 km of national highway at a cost of Rs 5,000 crore across Karnataka, Uttrakhand, Uttar Pradesh, and Rajasthan. The highway ministry also saw the operationalization of 219 km of High-Speed Corridors in India including the Santalpur ŌĆō Jalore section of the Amritsar- Jamnagar Corridor and Indergarh to Bridge on Mej River section of the Delhi Mumbai Expressway. As part of its original 100-day plan MoRTH had planned to operationalise 700 kilometres (km) of high-speed corridors, award 3,000 km of highway projects, and implement a scheme for cashless treatment for accident victims following the Lok Sabha elections. MoRTH had plans to construct over 1,700 km of highways in the first three months after elections and award over 3,000 km. The ministry had missed its original highway awarding target of nearly 13,000 km by a wide margin last financial year 2023-24, as it couldnŌĆÖt award projects due to delays in approval of the Revised Estimates of its flagship Bharatmala, the cost of which has doubled since its inception. Seven years after its launch in 2017, the government has restricted funding of the Ministry of Road Transport and Highways' (MoRTH) flagship road construction scheme, the Bharatmala Pariyojana. The Bharatmala project, referred to as a garland of national highways, has been put into the cold storage on account of cost overruns and a seeming lack of consensus┬Āamong ministries. The central government has started discussions with the National Highways Authority of India's (NHAI) long-term bond holders for the prepayment of three NHAI bonds, a letter sent by the NHAI on August 11 to one of the bondholder banks, seen by Moneycontrol, says.
         Top TrendsThailand Same Sex Marriage BillModi 3.0Mumbai RainsTIrupati Laddu CostJammu and Kashmir Polls   Copyright ┬® e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited. You are already a Moneycontrol Pro user."
29,"Auto Industry Needs to Focus On Customer Service, After-Sales, Quality Assurance: Nitin Gadkari",https://www.timesnownews.com/auto/auto-industry-needs-to-focus-on-customer-service-after-sales-quality-assurance-nitin-gadkari-article-113260373,"Updated Sep 11, 2024, 16:44 IST Union Minister Nitin Gadkari gave the statement in a video message to the Auto Retail Conclave organised by the FADA Meet The Astronauts Leading NASA’s Mission To Bring Sunita Williams Back To Earth Govt Extends AFSPA In Parts Of Nagaland, Arunachal For Six Months - Details Tim Roth Joins Cillian Murphy, Barry Keoghan On Peaky Blinders Film Chennai Power Cut Tomorrow: Outage Scheduled On September 27 In These Parts Of City- Details 'Dream of Winning Olympic Gold..': Manu Bhaker, Trolled For Flaunting Medals Silences Critics With Incredible Move Shakib Al Hasan Announces Retirement; Kanpur Test Vs India Might Be His Last If... Janhvi Kapoor's Sarees From Devara Promotions That We ALL Want In Our Wardrobe The Google Doodle Today Celebrates The Classic Popcorn, Play and Munch On Delhi LG Seeks To Link Vehicle's Insurance Premium To Traffic Violations, Writes To FM Sitharaman Euler Motors Forays Into LCV Segment; Drives In Two Electric Models MG Motor Launches Hector Snowstorm, Astor Blackstorm Editions In India; Check Prices Nissan Magnite Teased Ahead Of Launch In India 2024 Maruti Suzuki Dzire First Teaser Out, Launch Soon © 2024 Bennett, Coleman & Company Limited"
